down,283.40955,76.40451,4
move,280.4158,77.40326,2
move,268.44073,83.39575,7
move,253.47192,90.387024,1
move,244.49065,95.3808,8
move,222.53638,108.36456,7
move,179.62578,133.33337,23
move,176.63202,134.33209,11
move,174.63617,135.33087,15
move,173.63824,136.32959,26
up,173.63824,136.32959,201
down,156.6736,186.26715,67
move,168.64865,184.26965,24
move,184.61539,183.27094,9
move,199.5842,179.27594,76
move,248.48233,165.2934,18
move,257.46362,164.29462,3
move,262.45322,162.29712,21
move,267.4428,161.2984,33
move,271.4345,159.3009,119
move,272.43243,158.30212,51
up,272.43243,158.30212,102
down,108.77339,268.1648,86
move,115.758835,267.16608,18
move,134.71933,264.1698,11
move,151.68399,259.17603,18
move,169.64658,254.18231,20
move,189.60498,248.18976,9
move,209.56342,242.19727,23
move,230.51974,239.20099,13
move,251.47609,235.206,17
move,270.43658,231.211,23
move,288.39917,229.2135,5
move,308.35757,226.21722,20
move,319.33472,223.22101,17
move,336.29938,222.22223,30
move,350.27026,222.22223,36
move,355.2599,222.22223,13
move,356.25778,222.22223,11
move,358.25363,222.22223,18
move,359.25156,222.22223,43
up,359.25156,222.22223,185
down,224.53223,144.31964,30
move,226.52806,144.31964,27
move,230.51974,148.31464,11
move,233.51352,154.30713,13
move,237.50519,164.29462,17
move,239.50104,182.27216,15
move,239.50104,189.26343,23
move,239.50104,203.24597,18
move,239.50104,225.2185,6
move,238.50311,237.20349,18
move,237.50519,250.18726,22
move,237.50519,268.1648,25
move,235.50935,280.14984,4
move,234.51143,292.13483,17
move,232.5156,303.1211,21
move,231.51767,315.10614,6
move,230.51974,322.0974,19
move,229.52182,329.08868,16
move,227.52599,335.08118,23
move,227.52599,338.0774,8
move,226.52806,341.07367,37
move,226.52806,343.07117,6
move,225.53015,346.06744,7
move,225.53015,348.06494,12
move,224.53223,350.06244,15
move,224.53223,351.06122,17
move,223.5343,353.05872,16
move,222.53638,353.05872,16
move,222.53638,355.0562,15
move,221.53845,355.0562,21
move,219.54262,355.0562,11
move,212.55717,351.06122,17
move,207.56757,346.06744,22
move,200.58212,338.0774,25
move,189.60498,327.09113,20
move,186.61122,323.09613,16
move,185.61331,322.0974,29
move,184.61539,321.09863,16
move,184.61539,320.0999,77
up,184.61539,320.0999,367
down,168.64865,101.37329,48
move,180.6237,117.35333,16
move,184.61539,124.344604,17
move,186.61122,132.3346,18
move,187.60915,148.31464,16
move,185.61331,160.29962,15
move,183.61746,171.28589,17
move,179.62578,186.26715,19
move,176.63202,195.25592,17
move,171.64241,209.23846,20
move,169.64658,218.22723,26
move,166.6528,230.21222,24
move,165.65488,233.2085,8
move,164.65697,236.20477,17
move,164.65697,237.20349,60
up,164.65697,237.20349,120
down,196.59044,123.345825,80
move,196.59044,121.34833,15
move,197.58835,121.34833,18
move,202.57796,119.35083,16
move,221.53845,117.35333,18
move,236.50728,114.357056,38
move,274.42828,108.36456,9
move,297.38046,106.367065,18
move,309.3555,107.365814,16
move,325.32224,105.368286,17
move,333.3056,105.368286,17
move,336.29938,104.36954,14
move,339.29315,105.368286,17
move,340.29105,105.368286,16
move,342.2869,106.367065,16
move,343.28482,106.367065,16
move,344.28275,107.365814,17
move,344.28275,109.36331,15
move,341.28897,115.355835,17
move,337.2973,125.34332,16
move,333.3056,134.33209,16
move,329.31393,144.31964,15
move,325.32224,154.30713,21
move,324.3243,161.2984,28
move,321.33057,169.28839,19
move,321.33057,170.28717,28
move,321.33057,171.28589,5
move,320.33264,171.28589,27
up,320.33264,171.28589,150
down,206.56964,171.28589,114
move,210.56133,171.28589,20
move,220.54054,170.28717,18
move,229.52182,167.2909,11
move,242.4948,162.29712,17
move,256.4657,159.3009,23
move,263.45114,157.3034,23
move,272.43243,155.30591,3
move,275.4262,154.30713,16
move,280.4158,153.30835,22
move,282.41165,153.30835,10
move,283.40955,153.30835,17
move,284.40747,152.30963,46
up,284.40747,152.30963,136
down,212.55717,141.32336,32
move,213.55508,142.32208,19
move,214.55301,145.31836,10
move,215.55093,150.31213,19
move,217.54678,161.2984,18
move,218.5447,168.28967,22
move,216.54886,180.27466,6
move,214.55301,191.26093,17
move,211.55925,200.2497,17
move,208.56549,211.23596,17
move,206.56964,222.22223,13
move,204.5738,229.2135,19
move,203.57588,232.20978,19
move,201.58005,238.20227,12
move,199.5842,241.19849,19
move,198.58627,243.19604,11
move,198.58627,244.19476,23
move,197.58835,245.19354,29
move,196.59044,245.19354,17
move,196.59044,246.19226,79
move,202.57796,244.19476,20
move,220.54054,238.20227,16
move,235.50935,234.20728,14
move,258.46155,229.2135,18
move,274.42828,225.2185,21
move,293.38876,223.22101,20
move,306.36176,222.22223,4
move,313.3472,221.22351,23
move,317.33887,221.22351,8
move,320.33264,221.22351,14
move,323.32642,221.22351,12
move,324.3243,222.22223,18
move,327.31808,223.22101,19
move,329.31393,224.21973,16
move,330.31186,225.2185,13
move,331.30975,227.216,15
move,333.3056,232.20978,16
move,335.30145,238.20227,20
move,338.29523,247.19104,20
move,339.29315,258.1773,17
move,339.29315,267.16608,11
move,339.29315,285.14355,16
move,336.29938,297.1286,19
move,333.3056,312.10986,17
move,331.30975,321.09863,25
move,327.31808,335.08118,18
move,326.32016,345.06866,28
move,325.32224,348.06494,4
move,325.32224,351.06122,20
move,324.3243,353.05872,11
move,324.3243,355.0562,15
move,323.32642,356.05493,19
move,321.33057,356.05493,14
move,318.3368,358.05243,15
move,310.35342,358.05243,22
move,299.37628,355.0562,17
move,288.39917,348.06494,27
move,264.44907,329.08868,23
move,258.46155,323.09613,17
move,254.46985,319.10114,7
